01	0	2319	0	13.502114	STANDARD
01	0	1410	0	11.414799	STANDARD
01	0	1657	0	11.075508	STANDARD
01	0	2629	0	10.405607	STANDARD
01	0	1938	0	9.603713	STANDARD
01	0	2218	0	9.011454	STANDARD
01	0	2151	0	8.922923	STANDARD
01	0	2379	0	8.825896	STANDARD
01	0	2371	0	8.784762	STANDARD
01	0	1749	0	8.784064	STANDARD
01	0	1698	0	8.757091	STANDARD
01	0	1519	0	8.384301	STANDARD
01	0	1168	0	8.350959	STANDARD
01	0	1752	0	8.247675	STANDARD
01	0	1605	0	8.217038	STANDARD
01	0	2357	0	8.156085	STANDARD
01	0	1046	0	8.13637	STANDARD
01	0	2317	0	8.090507	STANDARD
01	0	2378	0	8.004701	STANDARD
01	0	1827	0	7.9903755	STANDARD
02	0	2434	0	5.969908	STANDARD
02	0	3078	0	5.944656	STANDARD
02	0	2863	0	5.645468	STANDARD
02	0	1046	0	5.5405	STANDARD
02	0	0397	0	5.2793126	STANDARD
02	0	0282	0	5.069126	STANDARD
02	0	1014	0	4.876392	STANDARD
02	0	0616	0	4.7486715	STANDARD
02	0	0492	0	4.7344637	STANDARD
02	0	1867	0	4.7344637	STANDARD
02	0	0435	0	4.670511	STANDARD
02	0	1519	0	4.559944	STANDARD
02	0	0597	0	4.3668466	STANDARD
02	0	1397	0	4.3555636	STANDARD
02	0	1623	0	4.3555636	STANDARD
02	0	2534	0	4.275368	STANDARD
02	0	1264	0	4.247254	STANDARD
02	0	0531	0	3.927222	STANDARD
02	0	0749	0	3.864446	STANDARD
02	0	0760	0	3.864446	STANDARD
03	0	1154	0	6.80361	STANDARD
03	0	1988	0	6.6601205	STANDARD
03	0	2666	0	6.2785673	STANDARD
03	0	2061	0	6.193534	STANDARD
03	0	2112	0	6.068771	STANDARD
03	0	0799	0	5.9429593	STANDARD
03	0	0265	0	5.759406	STANDARD
03	0	0252	0	5.467984	STANDARD
03	0	0929	0	5.372884	STANDARD
03	0	2921	0	5.356283	STANDARD
03	0	1496	0	5.3546786	STANDARD
03	0	0062	0	5.318337	STANDARD
03	0	2411	0	5.314657	STANDARD
03	0	1304	0	5.223517	STANDARD
03	0	2579	0	5.12897	STANDARD
03	0	1386	0	5.0887194	STANDARD
03	0	1521	0	5.057442	STANDARD
03	0	0205	0	5.050841	STANDARD
03	0	1565	0	5.0321283	STANDARD
03	0	1387	0	5.014563	STANDARD
04	0	2377	0	19.92066	STANDARD
04	0	3128	0	18.639896	STANDARD
04	0	3043	0	17.527021	STANDARD
04	0	1135	0	16.173567	STANDARD
04	0	3049	0	15.248208	STANDARD
04	0	2939	0	14.703	STANDARD
04	0	2931	0	14.639798	STANDARD
04	0	3141	0	13.315851	STANDARD
04	0	2438	0	12.341614	STANDARD
04	0	0616	0	12.036253	STANDARD
04	0	2314	0	11.928778	STANDARD
04	0	2342	0	11.397661	STANDARD
04	0	2895	0	11.038687	STANDARD
04	0	2851	0	10.892864	STANDARD
04	0	2376	0	10.809626	STANDARD
04	0	2519	0	10.529816	STANDARD
04	0	2439	0	10.470625	STANDARD
04	0	2848	0	10.373194	STANDARD
04	0	2844	0	10.243846	STANDARD
04	0	1506	0	9.623383	STANDARD
05	0	1829	0	15.436592	STANDARD
05	0	2035	0	12.821901	STANDARD
05	0	3050	0	12.500408	STANDARD
05	0	2321	0	12.210243	STANDARD
05	0	2299	0	11.59575	STANDARD
05	0	2629	0	11.594239	STANDARD
05	0	3011	0	11.498553	STANDARD
05	0	3147	0	10.867234	STANDARD
05	0	3102	0	10.439095	STANDARD
05	0	1923	0	10.377298	STANDARD
05	0	1605	0	10.325926	STANDARD
05	0	1188	0	10.115422	STANDARD
05	0	1978	0	9.841483	STANDARD
05	0	2873	0	9.752997	STANDARD
05	0	2786	0	9.577908	STANDARD
05	0	2003	0	9.51895	STANDARD
05	0	2106	0	9.244474	STANDARD
05	0	1699	0	9.223731	STANDARD
05	0	1409	0	9.216999	STANDARD
05	0	1937	0	9.010582	STANDARD
06	0	2826	0	15.054561	STANDARD
06	0	0438	0	11.965558	STANDARD
06	0	2828	0	11.941067	STANDARD
06	0	0695	0	11.89748	STANDARD
06	0	0435	0	11.81044	STANDARD
06	0	0531	0	10.268513	STANDARD
06	0	1014	0	9.752784	STANDARD
06	0	0492	0	9.468927	STANDARD
06	0	1867	0	9.468927	STANDARD
06	0	1543	0	9.148944	STANDARD
06	0	0605	0	8.731173	STANDARD
06	0	1397	0	8.711127	STANDARD
06	0	1623	0	8.711127	STANDARD
06	0	2931	0	8.560456	STANDARD
06	0	2721	0	8.362725	STANDARD
06	0	2230	0	8.284778	STANDARD
06	0	1234	0	7.8416724	STANDARD
06	0	1365	0	7.671251	STANDARD
06	0	0616	0	7.6366224	STANDARD
06	0	1664	0	7.3701324	STANDARD
07	0	3043	0	24.975967	STANDARD
07	0	1623	0	15.432453	STANDARD
07	0	2376	0	15.039433	STANDARD
07	0	3128	0	14.82795	STANDARD
07	0	2949	0	14.620406	STANDARD
07	0	2912	0	13.89753	STANDARD
07	0	3141	0	13.645674	STANDARD
07	0	3148	0	13.338085	STANDARD
07	0	2865	0	12.270048	STANDARD
07	0	2317	0	12.145793	STANDARD
